location,behaviour,temperature,humidity,noise_db,light_intensity,motion_level
Library,studying,26.76,53.61,22.37972341,428.9905197,3.33
Library,studying,26.08,45.8,26.7862447,369.5721855,0.93
Study Room,eating,29.99,68.74,59.15929284,569.6694204,5.06
Dining Room,eating,26.52,84.03,47.28333603,410.122077,4.78
Park,walking,35,76.51,78.57296702,743.7665762,12.23
Dining Room,eating,30.02,72.51,63.22220698,604.4754727,4.92
Street,walking,29.87,,61.37261633,740.128808,7.58
Cafe,eating,29.3,54.5,,241.9071408,4.59
Outdoor Campus,walking,29.41,65.63,77.61586422,499.9589955,6.2
Cafe,eating,26.12,79.69,58.39418652,555.3954586,1.85
Street,walking,29.86,81.61,107.5733436,906.0474754,10.68
Traffic,stressed,32.87,69.02,81.08164495,436.205688,6.98
Bedroom,sleeping,23.59,61.36,30.38513354,7.311838404,1.65
Library,studying,28.32,51.16,45.52376346,640.8676885,2.68
Dorm Room,sleeping,23.09,72.54,37.9127792,153.8423755,0.67
Study Room,studying,29.05,52.8,48.96193952,559.2751859,3.07
Study Room,studying,23.61,64.36,57.16304185,487.7674011,2.53
Cafe,studying,30.02,50.66,28.82034221,303.5728157,4.47
Bedroom,eating,27.19,73.12,61.55184311,602.415947,3.67
Park,walking,28.92,60.15,72.05061734,656.1500102,7.83
Traffic,stressed,31.07,75.01,103.1740864,430.7836527,6.21
Crowded place,eating,31.15,81.74,58.82720268,458.4212107,0.86
Bedroom,sleeping,27.46,,42.73852883,122.2722952,3.04
Office,stressed,25.72,88.27,99.36576295,731.8077955,3.67
Study Room,studying,29.3,62.34,33.98790892,383.4036685,2.7
Bedroom,sleeping,21.52,50.47,10.24753164,34.78527644,0.3
Street,studying,28.37,60.2,32.40608109,398.1620825,1.94
Bedroom,sleeping,21.25,58.99,21.51057393,13.6737461,1.1
Bedroom,sleeping,22.45,51.03,41.5569005,70.33348431,0.33
Study Room,studying,28.45,40.53,45.48726991,392.0379656,0.92
Office,sleeping,30.77,70.5,24.51964914,62.46324475,4.13
Cafe,studying,26.47,57.3,18.53334223,471.6819888,2.81
Dorm Room,sleeping,27.23,55.85,20.00197993,,-0.29
Study Room,walking,25.19,73.91,103.0461675,645.0746852,8.9
Traffic,stressed,28.65,94.97,91.23178216,,8.14
Office,stressed,33.11,88.41,90.72044396,757.3193978,5.27
Office,stressed,28.72,91.73,77.91447417,664.1281649,8.04
Office,stressed,30.86,65.29,69.84047708,759.4440776,5.04
Cafe,eating,27.49,80.09,44.44960316,277.6112359,3.32
Crowded place,stressed,31.49,91.81,91.53125306,463.1838485,9.01
Office,stressed,29.5,80.29,80.77550895,637.3849572,2.82
Traffic,sleeping,27.3,71.83,25.67971803,33.03798602,0.42
Park,walking,28.88,50.55,51.84608748,766.9450709,7.83
Cafe,studying,24.09,51.01,48.64346144,637.6173558,3.05
Cafe,eating,29.73,,78.37765993,454.1846787,4.27
Traffic,stressed,32.06,82.18,94.90055598,,10.91
Cafeteria,eating,26.17,81.17,76.88832397,534.581915,5.79
Meeting Room,stressed,32.75,91.54,88.2113991,675.7478354,8.41
Cafeteria,eating,24.8,78.21,,482.1840465,5.55
Study Room,studying,26.48,58.23,44.22819035,666.7569138,0.77
Dorm Room,sleeping,23.46,72.2,35.27014484,-0.971118181,3.15
Traffic,stressed,30.1,66.15,70.90505722,776.2811299,4.01
Cafe,eating,25.06,52.8,80.89734643,374.7374033,4.54
Meeting Room,stressed,35.86,83.27,90.21649356,825.2415052,9.2
Library,stressed,30.49,76.48,65.2119653,695.8290789,2.75
Bedroom,sleeping,25.94,68.7,30.50187787,74.72923065,2.22
Cafe,studying,30.96,63.01,57.37823134,462.7892615,3.14
Cafe,eating,25.15,70.04,62.99274656,309.6309397,3.37
Outdoor Campus,walking,30.41,75.03,43.18408972,460.3801603,2.73
Dining Room,walking,28.11,77.17,63.06885076,412.337293,9.03
Dining Room,eating,34.88,53.5,71.75755899,408.3795492,4.23
Crowded place,stressed,34.73,89.25,76.87131125,485.8408836,9.16
Park,walking,26.35,66.12,104.9554979,422.7607975,10.52
Traffic,stressed,29.74,86.65,99.80777386,,9.69
Study Room,studying,23.19,58.36,18.79626072,336.6322593,2.88
Crowded place,stressed,31.13,59.09,78.06946638,358.5219552,7.06
Dorm Room,sleeping,24.45,60.64,33.76472681,70.70618163,-0.51
Park,walking,31.58,74.99,63.26519092,660.1808682,11.42
Traffic,stressed,33.25,58.21,70.00631101,,2.92
Traffic,stressed,30.68,79.22,83.20967546,,6.27
Dorm Room,sleeping,22.46,49.79,34.55900923,31.11000447,1.66
Meeting Room,stressed,36.17,72.76,75.39176478,848.4261255,7.55
Park,walking,26.88,81.29,99.33327424,592.5476316,5.06
Park,walking,31.92,,86.79385969,665.4517281,4.58
Cafe,eating,31.46,79.17,93.6278221,496.4363082,5.19
Dorm Room,sleeping,26.14,53.16,22.11904779,34.31796145,-2.85
Library,studying,30.88,62.98,59.71924615,331.6117971,1.36
Traffic,stressed,33.45,79.68,105.7511874,485.8696215,4.04
Office,stressed,32.09,80.33,94.85524313,312.2678585,5.31
Park,walking,35.46,72.57,88.62170226,633.0539691,7.32
Dorm Room,sleeping,28.11,65.68,15.17967336,109.809984,0.89
Library,studying,26.35,55.5,60.90951932,634.2823628,1.19
Traffic,stressed,30.56,94.97,89.31078809,,9.64
Park,walking,35.17,49.84,75.80663094,433.6231608,4.46
Park,walking,30.46,63.43,103.1846691,680.0697736,7.47
Outdoor Campus,walking,31.69,72.77,52.80312283,917.6873881,6.41
Dorm Room,sleeping,25.18,71.54,34.03088611,52.09456321,-1.05
Study Room,studying,25.8,62.66,24.19127606,409.3907471,2.93
Bedroom,sleeping,27.76,72.59,30.37206364,42.66902092,4.14
Crowded place,stressed,28.05,69.9,90.21965197,610.0048405,2.95
Dorm Room,sleeping,28.64,52.13,17.1979084,123.9941447,-1.6
Park,walking,33.25,49.37,100.8101254,680.493859,7.31
Street,walking,28.71,,71.55473646,450.7387402,6.16
Outdoor Campus,walking,34.41,59.04,73.05323281,724.7921627,3.86
Meeting Room,stressed,34.46,80.94,104.0708197,,4.99
Dining Room,eating,30.01,80.47,84.10443356,484.0257951,2.96
Bedroom,sleeping,26.54,56.72,33.10164381,59.77872505,0.55
Park,walking,35.37,67.61,72.88419789,658.0832405,10.23
Street,walking,29.43,62.8,52.15152672,555.6125457,4.32
Bedroom,sleeping,25.97,,35.43415795,153.9979997,-0.36
Meeting Room,sleeping,21.15,71.15,23.19687637,,1.52
Dining Room,eating,25.96,62.25,42.75935675,392.5643755,7.74
Dorm Room,sleeping,25.45,49.95,33.30564237,24.3995335,1.83
Street,walking,31.12,51.77,79.70764837,684.5611214,5.63
Outdoor Campus,walking,33.46,67.71,67.01958277,848.0220584,7.17
Cafe,eating,33.54,74.62,,300.5927762,5.03
Study Room,studying,24.56,47.38,53.09830623,471.8667879,0.46
Library,studying,26.9,56.17,67.52322467,439.2718517,0.78
Office,stressed,32.74,55.54,74.53698673,351.0904892,7.27
Library,studying,29.44,43.08,39.77738539,592.2697348,0.93
Cafe,studying,23.82,47.56,53.17877239,594.4077473,2.46
Library,studying,24.21,59,46.3242864,556.1090783,2.72
Library,eating,24.99,72.75,92.5425641,576.2307374,3.86
Outdoor Campus,walking,31.09,83.38,101.0293242,488.8400509,10.77
Cafe,studying,23.8,59.48,33.57664447,596.0135936,4.72
Cafe,eating,29.25,70.41,67.99250634,597.0203584,3.27
Meeting Room,stressed,31.92,90.48,62.46588588,,8.66
Outdoor Campus,eating,35.14,61.63,86.98666509,516.6552187,6.17
Cafeteria,eating,30.52,,57.01252545,394.6100107,5.46
Park,walking,23.52,69.72,76.41265966,793.0256308,9.89
Park,walking,26.15,,67.35152768,562.181151,6.8
Crowded place,stressed,36.21,77.53,71.6137596,637.2780801,10.36
Office,studying,24.8,55.28,43.26238022,498.9247789,1.96
Study Room,studying,27.12,56.74,62.18003853,298.465999,2.58
Traffic,stressed,29.64,67.24,101.6961005,332.1655717,8.91
Dining Room,eating,22.43,69.86,73.36851686,466.2136945,3.95
Cafe,eating,25.86,77.19,90.14851286,448.2603151,5.18
Dorm Room,sleeping,26.3,45.22,29.20278854,101.6337266,-1.35
Outdoor Campus,walking,27.78,70.83,87.62798311,655.9705263,6.81
Crowded place,stressed,29.51,67.44,57.55164571,336.0509952,6.25
Bedroom,sleeping,22.02,62.62,23.84149882,161.3236191,2.5
Library,studying,27.45,,41.8366056,473.0555817,1.03
Dorm Room,sleeping,25.64,70.12,27.60004959,29.23132295,0.63
Outdoor Campus,walking,35.04,75.2,70.44310612,855.8078775,7.98
Cafeteria,eating,30.44,60.94,,504.1851463,5.72
Meeting Room,stressed,28.6,71.05,89.82246636,923.2118441,8.23
Park,walking,30.89,76.51,94.71536912,861.0444129,7.78
Study Room,studying,29.67,58.92,56.11543814,700.6081231,3.51
Dining Room,stressed,34.79,54.62,99.95441241,627.4223457,9.39
Meeting Room,stressed,36.4,56.93,73.63443192,622.9915858,7.11
Cafe,studying,23.09,43.57,29.15352307,621.4957392,1.26
Cafe,eating,24.54,,46.20224646,296.5674239,2.36
Bedroom,sleeping,24.37,68.09,32.98151068,0.982107594,2.87
Cafeteria,eating,30.43,53.25,83.69514528,451.9735105,3.56
Dining Room,eating,29.3,75.56,80.82825484,354.6159882,1.99
Dorm Room,stressed,30.02,87.66,99.81967597,922.6739744,10.2
Outdoor Campus,walking,35.63,80.2,70.89152087,947.8190248,4.55
Study Room,studying,29.6,56.16,49.70820449,574.6818674,3.27
Library,stressed,34.88,82.21,73.68677518,345.8536881,10.73
Street,walking,27.53,64.1,62.34864798,712.2593484,3.85
Bedroom,sleeping,25.89,71.15,35.71240004,72.46110579,0.97
Dorm Room,walking,36.76,81.21,97.67693599,899.8417238,7.44
Outdoor Campus,studying,27.32,51,20.91377298,541.2292914,1.29
Office,stressed,37.82,62.78,92.09238649,534.7742996,8.34
Meeting Room,stressed,32.42,68.77,111.122284,480.6063901,6.03
Office,stressed,34.06,62.57,74.52211643,715.7740602,11.31
Library,sleeping,24.48,,25.61261471,76.55317421,1.97
Cafe,studying,24.08,62.64,42.35703597,396.5558829,3.87
Bedroom,sleeping,25.53,,27.03319973,,1.02
Office,stressed,29.88,,85.58997656,743.3611523,6.42
Dorm Room,sleeping,26.61,57.32,38.60040613,28.75791152,0.23
Street,walking,30.13,85.06,84.593389,792.3931979,6.35
Cafe,studying,27.81,52.47,69.92236137,294.4364778,3.81
Study Room,studying,27.84,43.82,39.19227337,647.5884509,4.65
Dorm Room,sleeping,30.05,55.69,33.50445793,9.243707063,2.2
Cafe,eating,30.77,81.2,63.45898511,301.4154848,4.37
Library,studying,27.38,62.05,49.68639573,536.7712205,2.36
Office,walking,27.55,84.42,61.06434483,716.1971799,7.63
Bedroom,sleeping,28.6,54.41,9.541130866,90.08041667,1.73
Outdoor Campus,walking,31.2,78.16,98.15653778,579.5642097,6.43
Park,walking,25.11,,57.8414807,421.9984054,4.89
Office,stressed,29.76,56.49,91.74170574,437.4918939,8.57
Cafe,eating,28.77,52.75,71.06772779,461.6221562,5.87
Cafe,studying,30.17,50.12,45.60271416,613.0074784,3.96
Crowded place,stressed,34.25,79.99,105.7193512,794.2994835,2.03
Meeting Room,stressed,31.2,63.84,74.81314394,386.2612324,6.17
Dining Room,eating,31.52,47.35,70.53651471,333.5485665,6.27
Office,stressed,32.24,91.61,79.44908593,748.5250292,6.15
Cafe,walking,32.62,69.84,81.32494991,623.3103763,2.56
Dorm Room,sleeping,24.65,65.91,43.03885832,96.82048394,0.95
Crowded place,stressed,32.97,86.35,95.68866709,692.8575191,9.5
Cafe,studying,31.98,62.28,44.00698757,363.5682262,2.72
Bedroom,sleeping,22.66,48.38,30.56102173,76.53447919,-0.77
Outdoor Campus,walking,28.17,86.52,54.16006565,548.3641631,10.08
Park,walking,27.18,79.25,78.25356162,909.1350127,7.38
Crowded place,stressed,27.2,70.43,105.4747989,742.4713967,6.04
Library,studying,32.16,59.92,28.52588556,474.8340399,0.89
Dorm Room,sleeping,23.12,,24.77504782,73.13809368,0.92
Outdoor Campus,walking,25.66,82.67,63.99093657,521.5792436,7.29
Street,walking,27.53,63.91,83.13407156,460.8431837,8.23
Traffic,stressed,29.39,66.3,87.7608157,708.2538219,8
Bedroom,sleeping,21.8,61.43,20.54691365,70.04885952,2.27
Park,walking,31.33,50.51,84.25539226,541.2241855,8.07
Cafe,eating,24.71,53.98,80.28863156,291.5363414,3.92
Dining Room,eating,26.58,58.57,49.06784669,442.9408351,2.35
Street,walking,31.26,76.75,47.81433971,476.0268779,7.98
Library,studying,27.49,48.65,54.11715191,489.8882936,1.41
Meeting Room,stressed,35.57,79.72,73.43030214,,8.74
Bedroom,sleeping,28.36,48.23,42.39074337,23.12558172,-0.01
Street,walking,34.28,79.33,99.30779508,950.598638,7.11
Traffic,stressed,30.32,89.57,85.46698474,365.4397569,4.3
Outdoor Campus,walking,32.89,55.82,42.60212594,549.1677126,6.39
Library,studying,23.6,,28.63335515,655.8969431,1.06
Dorm Room,sleeping,23.38,58.24,38.82318627,118.7923485,1.72
Library,studying,24.96,46.77,32.29306744,287.3930727,2.5
Park,walking,33.62,71.23,71.3112309,629.9297563,5.63
Cafe,studying,23.25,61.8,48.85122996,254.2773743,2.82
Study Room,studying,25.22,48.09,49.04093915,667.5756598,3.24
Cafe,studying,29.05,50.88,64.82812717,342.6550653,4.48
Bedroom,sleeping,27.99,64.03,25.33723441,45.31301962,0.51
Street,walking,27.11,78.97,110.3834373,943.8814541,10.02
Park,walking,29.04,75.87,77.71829159,698.0091357,10.49
Cafe,eating,31.32,79.66,49.31316369,269.9982918,4.19
Office,stressed,33.28,92.84,91.54701232,950.7289155,6.29
Bedroom,sleeping,25.72,72.41,32.37513713,127.2463951,4.24
Office,stressed,28.41,72.37,67.39797504,394.339956,7.55
Bedroom,studying,29.09,,34.5493379,392.7357919,2.29
Traffic,stressed,27.53,92.94,80.05186287,809.3291213,8.68
Outdoor Campus,walking,31.9,73.85,96.2448574,451.7765528,3.59
Outdoor Campus,walking,31.46,66.84,59.17955444,706.6374595,5.83
Street,walking,27.91,69.29,89.44410705,614.123901,6.57
Cafeteria,eating,24.35,62.24,79.81829497,530.2758591,4.45
Cafe,studying,30.44,51.99,47.7799934,371.1240222,1.92
Crowded place,eating,29.26,50.11,76.59871847,295.7957402,5.92
Cafe,studying,30.13,,37.07960275,669.0176406,2.14
Dining Room,eating,25.58,50.83,78.73415701,363.6747255,5.35
Park,walking,34.3,70.14,56.67275461,740.5892375,6.75
Study Room,studying,25.95,59.57,35.60033321,473.6678963,3.19
Study Room,studying,31.03,60.35,45.43162417,422.6822592,3.29
Study Room,studying,27.44,56.14,63.90880085,503.9178789,3.66
Meeting Room,stressed,29.57,88.16,71.98593967,805.5535223,3
Traffic,stressed,27.91,65.05,75.62617754,441.8907895,7.49
Meeting Room,stressed,35.38,60.96,102.6895251,596.6775274,5.85
Crowded place,stressed,34.76,80.45,92.28866899,,6.55
Dorm Room,sleeping,27.49,54.45,34.14852741,180.1665803,2.1
Park,walking,32.29,61.11,103.0267933,473.4259251,7.5
Library,studying,23.85,56.05,40.27034651,308.4215033,1.66
Cafe,eating,30.04,71.97,66.35484588,494.2664086,6.88
Crowded place,stressed,29.85,77.58,83.71060489,508.1169828,9.47
Outdoor Campus,walking,31.75,83.77,79.97258334,483.6933742,7.63
Outdoor Campus,walking,29.63,77.73,100.3115641,796.8709937,7.62
Park,walking,27.33,80.43,,416.6423003,6.25
Bedroom,sleeping,24.55,60.09,30.25020429,14.32239634,0.45
Cafe,studying,26.07,46.89,23.57665893,648.9090407,2.16
Meeting Room,stressed,34.93,78.38,76.07524273,864.664661,7
Street,walking,34.46,64.04,97.39878198,838.5889579,8.07
Cafe,eating,28.07,80.33,68.92712841,430.1334218,5.61
Library,studying,27.11,39.28,39.46102322,255.7942758,3.46
Crowded place,studying,27.33,56.83,49.4140237,363.0872357,4.31
Dorm Room,sleeping,26.6,71.61,24.77123108,127.3429779,1.67
Crowded place,stressed,27.87,93.18,92.99178591,400.8452225,6.06
Outdoor Campus,walking,25.65,66.16,80.43886085,522.7840367,11.27
Crowded place,stressed,27.49,77.57,78.72730416,512.8147987,6.45
Street,walking,28.88,63.76,101.8943802,444.7111782,5.92
Crowded place,stressed,28.07,,86.72465113,756.4954875,4.64
Dorm Room,sleeping,29.79,56.01,32.02687893,54.47018233,4.03
Cafe,eating,23.54,52.04,77.91684102,442.2679696,1.48
Bedroom,sleeping,22.66,61.57,35.92031321,92.00239397,3.68
Street,walking,28.77,68.1,61.49154752,435.0885993,9.7
Park,walking,33.18,57.76,77.53152178,838.3694043,8.18
Office,eating,25.93,60.08,,387.5933793,5.96
Park,walking,30.7,69.5,54.70601243,734.6958034,12.48
Crowded place,stressed,27.81,58.5,73.6015693,865.2092452,4.23
Office,walking,33.67,53.25,84.5587023,905.0695314,7.14
Study Room,studying,26.66,41.7,57.13595316,297.0892808,2.53
Library,studying,24.66,57.39,29.36149316,696.3826049,1.66
Cafe,eating,30.97,78.37,43.75851073,559.5906373,4.82
Meeting Room,stressed,33.85,89.68,82.12283393,446.7509258,8.42
Bedroom,sleeping,24.56,68.43,28.05232128,,-0.45
Cafe,eating,33.22,69.61,77.92326642,368.2739895,3.62
Cafe,studying,30.4,60.43,42.84911219,384.4339106,2.49
Cafeteria,eating,25.16,60,84.91218721,367.9501676,3.17
Meeting Room,stressed,30.08,81.39,102.5292784,661.1257466,10.29
Park,walking,33.53,56.23,100.5849792,861.043853,6.99
Dining Room,eating,28.8,46.09,84.53174654,593.6454379,5.56
Library,studying,26.71,55.03,21.64898305,686.8380149,1.72
Office,studying,28.4,57.51,39.09668863,539.17037,3.54
Bedroom,sleeping,24.48,54.1,15.68501994,113.1804008,1.05
Outdoor Campus,walking,32.52,59.11,81.45863532,515.6941785,7.15
Study Room,studying,28.52,46.95,30.8776914,349.0930882,1.72
Cafeteria,eating,25.87,73.44,87.65848129,604.6253551,5.52
Street,walking,34.02,62.23,67.06664808,890.8187227,6.71
Meeting Room,stressed,29.47,67.91,102.4602905,560.1259683,6.42
Meeting Room,stressed,33.82,85.31,71.0128054,583.2148386,9.18
Outdoor Campus,walking,31.14,81.47,70.4926038,463.0012393,7.14
Cafe,studying,27.64,49.9,48.1371702,656.0579286,3.73
Library,studying,24.46,,56.79019802,407.644768,2.05
Office,stressed,34.58,,94.80082794,395.8562553,0.82
Cafeteria,eating,25.69,55.9,57.4846948,406.5770934,7.57
Meeting Room,stressed,28.39,67.67,96.02624965,651.7722805,3.42
Cafe,studying,30.01,57.43,56.1793634,411.5294264,3.07
Library,studying,27.86,51.35,39.44019302,453.727013,3.29
Cafe,eating,27.16,71.13,83.91467924,561.3965993,4.14
Office,stressed,32.04,82.32,71.06820309,876.231049,7.5
Library,studying,25.77,47.96,50.71082299,302.8306786,-0.32
Outdoor Campus,walking,26.96,77.67,,850.4599182,8.45
Dorm Room,sleeping,23.72,66.7,30.60329838,29.53785759,1.47
Dorm Room,sleeping,22.81,,37.41559169,,0.44
Dorm Room,sleeping,28.19,66.94,30.31697831,172.9445568,2.89
Park,walking,31.32,77.5,76.10533514,637.1074083,6.38
Bedroom,sleeping,24.2,60.3,31.51166635,,0.87
Meeting Room,stressed,27.53,74.69,86.23906139,,8.75
Outdoor Campus,walking,35.08,54.06,71.23768746,645.4461034,4.57
Library,studying,28.89,67.35,45.08411347,501.4627428,1.99
Park,walking,28.95,84.66,53.81419198,638.3066262,4.01
Cafe,eating,27.87,79.05,64.27417256,568.3554396,2.73
Study Room,studying,23.9,48.11,57.43259289,285.2244407,2.81
Cafe,eating,32.05,67.55,40.29595525,390.8467516,6.12
Street,walking,31.77,,75.04388076,800.7373977,6.38
Bedroom,sleeping,25.21,67.44,16.23211609,-7.842999216,0.7
Cafe,eating,31.77,65.68,67.32552158,351.3856953,2.95
Bedroom,sleeping,29.1,,26.04746751,-7.113269985,0.91
Bedroom,sleeping,26.33,48.37,14.36087242,183.2151893,-0.22
Cafe,studying,25.46,55.48,51.03408993,636.08883,2.05
Dining Room,eating,23.97,57.39,72.86709874,548.340453,3.25
Dining Room,eating,26.08,52.8,47.66318056,445.3471495,5.64
Street,walking,30.86,55.49,58.01301773,864.4745605,8.59
Dining Room,eating,25.68,84.26,75.44858217,610.6244352,7.48
Cafe,studying,26.9,56.4,56.76698153,480.4372679,3.44
Street,walking,32.82,85.05,94.50861452,501.8228931,9.49
Outdoor Campus,walking,31.32,87.53,69.71817244,683.4329564,5.14
Crowded place,stressed,29.21,,85.40766024,839.9096714,2.58
Study Room,stressed,35.06,63.88,82.9965604,786.5904028,8.48
Dining Room,eating,27.28,62.91,62.69845461,432.1271058,6
Dorm Room,sleeping,25.7,47.43,27.99155479,169.3204506,1.35
Study Room,studying,28.46,47.48,42.7609734,400.0749694,3.27
Cafe,studying,28.95,67.05,55.76405129,330.6305961,2.75
Outdoor Campus,walking,28.89,55.04,85.21398034,466.7980483,8.49
Street,walking,34.49,59.36,,656.3382027,10.06
Study Room,studying,24.52,60.61,35.52439562,649.9393191,2.3
Dorm Room,studying,23.67,43.54,54.04157325,376.3641535,2.26
Library,studying,26.97,56.49,29.08214333,239.9378079,0.19
Crowded place,studying,28.44,43.47,45.58306907,277.9748842,3.59
Traffic,stressed,29.09,72.06,68.20788515,524.3235275,8.69
Crowded place,stressed,35.67,60.22,84.55632287,532.1738596,4.59
Traffic,stressed,32.24,79.41,100.4859996,856.5770986,7.87
Outdoor Campus,walking,28.12,84.72,77.77078739,557.4431811,8.74
Cafe,studying,25.27,49.68,55.40504945,281.5186191,3.48
Crowded place,stressed,27.37,85.06,91.83991694,673.7832861,8.24
Cafeteria,eating,32.5,53.9,59.4818405,498.8453153,3.3
Dorm Room,sleeping,25.95,,27.29525997,141.0716157,1
Street,walking,32.75,57.49,74.61395153,702.3327083,7.98
Cafeteria,eating,31.91,75.41,62.60903634,334.2829983,5.7
Office,stressed,27.98,71.46,82.84810363,540.4571574,10.05
Study Room,studying,30.73,,43.17740837,315.0776512,0.78
Park,walking,31.57,84.69,87.65265504,706.1605001,7.42
Library,studying,29.12,44.62,61.97408744,590.4192672,3.61
Study Room,studying,23.92,37.45,43.20939276,483.4442319,2.78
Street,walking,29.8,72.58,57.63795352,912.0365897,10.36
Meeting Room,stressed,29.95,81.17,73.03457299,780.305102,8.05
Bedroom,sleeping,20.35,67.95,11.27232727,64.44800986,1.41
Office,stressed,36.34,70.17,77.03505473,516.0549733,2.71
Bedroom,sleeping,24.32,67.21,32.89074265,,-0.91
Outdoor Campus,walking,31.61,64.1,72.33750351,523.0377362,10.27
Dorm Room,sleeping,27.54,57.87,21.20893126,61.12655809,2.39
Dorm Room,sleeping,28.69,47.72,38.38608033,-4.770664471,3.52
Dorm Room,sleeping,24.52,72.76,36.26716786,105.9580433,0.95
Bedroom,sleeping,29.96,55.85,24.10633753,8.195195682,-1.07
Dining Room,eating,28.39,70.6,82.20881468,232.1948985,1.99
Cafeteria,eating,28.39,85.29,88.82941636,440.4157641,3.02
Dining Room,eating,27.56,69.48,69.79052167,311.1155832,5.18
Meeting Room,stressed,35.31,90.42,95.14566041,740.3221039,2.44
Street,walking,27.71,57.55,61.24023698,591.8548659,8.73
Dorm Room,sleeping,25.85,55.93,28.56280624,32.66786028,1.51
Cafe,studying,29.15,55.27,55.22220515,346.8520649,7.14
Traffic,stressed,32.7,76.8,71.72434246,810.3360279,3.76
Cafeteria,eating,23.91,,85.24278758,313.5543411,3.82
Bedroom,sleeping,27.32,72,28.95263248,75.77287934,1.21
Cafe,eating,30.92,,46.4543908,434.0157883,1.79
Dorm Room,sleeping,25.87,72.65,39.10365188,70.08519459,-0.21
Cafe,eating,27.47,74.96,75.82588582,366.104207,2.69
Cafeteria,studying,29.27,64.71,51.82198709,631.233258,4.33
Office,stressed,30.05,58.42,88.82856614,452.9822096,5.84
Traffic,stressed,33.02,81.68,85.61566853,694.6557314,9.41
Meeting Room,stressed,33.03,68.38,95.95755641,856.6700379,4.96
Meeting Room,stressed,26.56,89.45,91.81907113,504.0719514,5.88
Traffic,stressed,32.86,91.8,63.52669034,670.330646,3.94
Library,studying,27.55,49.96,56.30484403,614.023279,0.84
Cafe,studying,26.19,48.23,48.94333526,493.1606504,2.38
Street,stressed,29.7,85.61,82.87740861,815.881688,5.27
Traffic,stressed,30.83,74.93,101.9493807,586.3974862,4.43
Library,studying,29.38,63.4,50.46387679,449.1549199,2.76
Street,walking,33.16,55.12,66.51380812,539.0682236,6.4
Park,walking,32.58,81.61,52.96959954,405.5827307,9.73
Cafeteria,eating,28.72,52.79,77.80768163,480.1645673,3.69
Study Room,studying,30.5,45.78,52.72335469,511.3980328,3.98
Cafe,studying,30.78,52.8,34.8614078,619.20713,3.42
Traffic,stressed,35.7,86.08,77.17011074,839.7378665,6.58
Dorm Room,sleeping,28.58,59.29,16.2396532,46.02091079,2.03
Park,walking,26.62,63.32,62.58495289,933.6364214,5.86
Bedroom,sleeping,26.48,63.51,22.5287792,167.8081431,0.68
Cafeteria,eating,27,54.74,47.7129007,368.3140547,3.92
Cafeteria,eating,29.29,82.19,73.94212713,413.0540278,4.32
Dining Room,eating,29.51,56.43,64.79287696,480.1004658,2.74
Study Room,studying,25.86,54.28,53.86210662,433.2947088,4.26
Cafe,studying,26.37,51.75,24.13768062,289.1585132,0.79
Crowded place,stressed,35.07,76.54,107.5926967,,4.01
Office,stressed,28.1,64.24,84.23503024,818.4264521,6.57
Crowded place,stressed,34.2,57.79,104.9497882,560.2477633,8.18
Dorm Room,sleeping,28.12,60.89,24.79767442,18.26363275,0.88
Library,studying,30.75,68.92,42.83232463,632.4013748,1.21
Crowded place,stressed,36.04,98.54,95.37400045,659.8276627,4.26
Outdoor Campus,walking,33.71,78.37,63.23338558,783.5604331,7.44
Study Room,studying,27.26,38.35,49.6748873,369.67369,2.25
Study Room,studying,24.22,62.35,44.56733342,411.9872662,0.72
Dining Room,eating,34.4,77.85,60.57070741,352.3879878,2.64
Dorm Room,sleeping,24.82,62.46,42.37471972,164.3459809,0.18
Bedroom,sleeping,28,74.12,37.43208335,165.4945531,3.91
Park,sleeping,22.21,57.63,21.2398088,23.60528717,2.86
Cafeteria,eating,30.98,69.45,,456.3534725,5
Traffic,stressed,36.72,,105.8603794,,5.8
Bedroom,sleeping,26.35,,20.48202375,87.07711841,-1.15
Meeting Room,stressed,31.52,57.7,63.97082656,,6.37
Library,studying,30.03,41.34,60.7649759,663.1129437,3.36
Traffic,stressed,27.65,76.06,93.50743405,634.019108,4.5
Traffic,walking,27.61,58.03,94.55895208,538.4414534,9.09
Library,studying,28.42,66.08,30.35122658,360.2959084,2.71
Dining Room,eating,28.89,58.74,57.19906994,473.7119862,2.55
Dorm Room,sleeping,22.48,61.98,36.52990334,111.9836777,1.6
Crowded place,stressed,34.33,67.83,84.53431688,699.2364382,6.28
Street,walking,27.56,52.97,59.70902986,611.7393036,5.95
Cafe,eating,29.2,51.81,56.02398399,414.3506599,3.57
Street,walking,35.95,64.67,44.76314009,860.4251959,7.02
Cafe,sleeping,28.21,62.52,37.87648577,151.5773987,2.82
Office,stressed,35.08,86.99,77.65186358,802.2988289,6
Cafe,eating,23.68,67.51,79.39593747,411.3708532,0.49
Street,walking,36.01,71.69,98.64520307,716.8606008,9.94
Study Room,studying,26.28,54.14,43.09223097,246.8257302,4.7
Cafeteria,eating,24.99,71.18,78.08098598,448.1687936,3.77
Cafe,eating,33.79,61.57,82.35134118,325.3436752,2.44
Office,stressed,31.61,56.49,63.96213387,357.5783337,4.79
Park,walking,30.59,,72.24610346,512.7332659,6.05
Bedroom,sleeping,28.01,58.43,14.53132405,21.34477443,1.69
